,drop_off_instructions,material_name,material_synonyms,material_title,special_instructions,stream_name,stream_title,Location Category,Type
561,,wood,"wood, fencing, picnic table, shelving, shelf, skids, doors, barn wood, base boards, cabinets, decking, pallet, lumber, wood, Plywood, Plywood, Old lumbers, Old lumbers, wooden boards",Lumber,,wizard_construction_renovation_and_demolition_waste,"Construction, Renovation and Demolition Waste",Yard,Waste
562,,steam_cleaner,,Steam cleaner,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
563,,golf_clubs,,Golf clubs,,wizard_eco_stations,Eco Station,None,None
564,,pantyhose,"panty hose, nylons, stockings, nylon stockings",Pantyhose,,wizard_garbage,Garbage,None,None
565,,shrink_wrap,,Shrink wrap,,wizard_garbage,Garbage,None,None
566,,sun_screen_expired,,Sun screen (expired),,wizard_garbage,Garbage,None,None
567,,wrapping_paper_no_foil,"Wrapping paper, Gift wrap, giftwrap, Christmas, wrapping paper",Gift wrap (paper),,wizard_recycling_depots,Recycling Depot,None,None
568,,aluminum_tart_shell,foil,Aluminum tart shell,,wizard_recycling,Recycling,Household,Aluminum
569,,aluminum_tart_shell,foil,Aluminum tart shell,,wizard_recycling_depots,Recycling Depot,None,None
570,,bread_bag,,Bread bag (plastic),Please stuff plastic bags into one bag and tie closed. This makes them easier to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling_depots,Recycling Depot,Household,Plastic
571,,humidifier,,Humidifier,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,None,None
572,,floppy_disk,computer disk,Floppy disk,,drop-off_-_reuse_centre,Reuse Centre,None,None
573,,candle_jar,", Candle glass",Candle jar,,wizard_garbage,Garbage,Household,Glass
574,,plastic_cooking_utensil,", plastic spatula, plastic spatula",Plastic cooking utensil,,wizard_garbage,Garbage,None,None
575,,plastic_straw,", Straws",Plastic straw,,wizard_garbage,Garbage,None,None
576,,medal,,Medal,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
577,,plastic_salad_clamshell_container,spinach,Plastic salad clamshell container,,wizard_recycling,Recycling,Household,Plastic
578,,floppy_disk,computer disk,Floppy disk,,wizard_garbage,Garbage,None,None
579,,glass_dish,plate,Glass dish,,wizard_garbage,Garbage,None,None
580,,frozen_vegetable_pouch,"veggie, peas",Frozen vegetable bag (stand-up pouch),,wizard_garbage,Garbage,None,None
581,,candle_jar,", Candle glass",Candle jar,,drop-off_-_reuse_centre,Reuse Centre,None,None
582,,glass_dish,plate,Glass dish,,reuse,Reuse,None,None
583,,plastic_food_wrap_box,saran wrap,Plastic food wrap box,"If there is a metal or plastic cutting strip on the box, remove it and place it in your garbage.",wizard_recycling_depots,Recycling Depot,Household,plastic
584,,plastic_salad_clamshell_container,spinach,Plastic salad clamshell container,,wizard_recycling_depots,Recycling Depot,None,None
585,,wrapping_paper_no_foil,"Wrapping paper, Gift wrap, giftwrap, Christmas, wrapping paper",Gift wrap (paper),,drop-off_-_reuse_centre,Reuse Centre,None,None
586,,hand_soap_container_plastic,", soap dispenser",Hand soap container (plastic),Hand soap pump or lid goes in the garbage.,wizard_recycling_depots,Recycling Depot,Household,plastic
587,,paperback_book,"used crossword puzzle book, paper back, soduko",Paperback book,,reuse,Reuse,None,None
588,,pizza_box,,Pizza box,Please remove liner and place in garbage. Did you know? Some grease in the box is OK. It can still be recycled.,wizard_recycling_depots,Recycling Depot,Household,paper
589,,plastic_tarp,,Plastic tarp,"Item must fit inside a garbage bag. If it is too large, take it to an ""http://edmonton.ca/ecostation"">Eco Station.",wizard_garbage,Garbage,None,None
590,,paving_stone,,Paving stone,,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,construction,Waste
591,,ice_pack,,Ice pack,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
592,,knife,"Knives, Knifes, Kitchen knife, chef",Knife,"Keep your waste collector safe! Wrap knives in plastic or newspaper and place in a box labelled ""sharp objects"". Place box beside your garbage for collection.",wizard_garbage,Garbage,None,None
593,,paint_thinner_stripper,"paint removers, paint sealers, paint thinners, urethane, varsol, solvent, paint thinner, paint thinner",Paint thinner,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
594,,inhaler,,Inhaler,,wizard_contact_pharmacy,Pharmacy,Waste,Waste
595,,knife,"Knives, Knifes, Kitchen knife, chef",Knife,"Keep your waste collector safe! Wrap knives in plastic or newspaper and place in a box labelled ""sharp objects"". Place box beside your garbage for collection.",eco_station_-_scrap_metal_recycling,Eco Station - Scrap Metal Recycling,None,None
596,,window_blinds,Vinyl blind,Window blinds,"Item must be tied into a bundle less than 4 feet long for waste collection. Larger blinds must be taken to an ""http://edmonton.ca/ecostation"" Eco Station (disposal fee applies).",reuse,Reuse,Waste,Waste
597,,lava_lamp,,Lava lamp,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
598,,padlock,lock,Padlock,,eco_station_-_scrap_metal_recycling,Eco Station - Scrap Metal Recycling,None,None
599,,paper_notebook,", Coloring books, notebook",Paper notebook,Remove plastic or metal coil.,drop-off_-_reuse_centre,Reuse Centre,Household,paper
600,,appliance_small,"toaster, blender, crockpot, popcorn machine, coffee grinder, espresso machine, humidifier, dehumidifier, blender, stick blender, magic bullet, food slicer, bread slicer, coffee machine, raclette, grill, mixer, pressure cooker, ice cream machine, fan, iron, microwave, vacuum, vacuum cleaner, food processor, kettle, bread machine, bread maker, blow drier, blow dryer, mixer, toaster oven, waffle maker, slow cooker, crock pot, deep fryer, , heater, Clothes iron, flashlight, Water pick, Steamer, Steamer, Curling iron, Paper shredder, Paper shredder, Hairdryer, Crockpot, Crockpot, Rotesseri, coffee grinder, electric coffee perculator, coffee machine, electric fan",Appliance (small),,reuse,Reuse,None,None
601,,envelope,", Shipping envelope",Envelope,,wizard_recycling_depots,Recycling Depot,Household,paper
602,,glass_bottle_non-beverage,", olive oil glass",Glass bottle (non-beverage),Remove caps and lids and place separately in recycling.,wizard_recycling,Recycling,None,None
603,,automotive_fluids,"coolant, motor oil, engine oil, antifreeze, transmission fluid, car fluids, Brake, deisel addictive containers, deisel fuel",Automotive fluids,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
604,,plastic_cable_tie,zip tie,Plastic cable tie,,wizard_garbage,Garbage,None,None
605,,pill_bottle_empty,"Prescription bottles, perscription, phamacy, Drug container, Drug container",Plastic pill bottle (empty),Remove cap and place separately in recycling.,wizard_recycling_depots,Recycling Depot,Household,plastic
606,,christmas_decorations,"Christmas balls, garland, tinsel, ornaments, Wreath",Holiday decorations,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
607,,coffee_cup_cardboard_sleeve,", Cardboard drink holders",Coffee cup cardboard sleeve,,wizard_recycling_depots,Recycling Depot,Household,paper
608,There is no curbside collection for this item. Take it to an Eco Station for free. It will be recycled.,lawnmower,"lawn mower, lawnmowers, lawnmower blades, grass mowers, mowers, Mower, Mower, gas lawnmower, gas lawnmower, gas lawnmower, gas lawnmower, manual push lawn mower",Lawnmower,,wizard_eco_stations,Eco Station,Electronics,E-Cycling
609,,coffee_grounds_filters,"food, chicory, coffee beans, coffee grinds, coffie, Coffee grounds, Coffee grounds",Coffee grounds & filters,"This item is great for home composting! Visit ""http://edmonton.ca/compost"" http://edmonton.ca/compost to get started. Did you know? Food & yard waste is removed from your garbage at the Edmonton Waste Management Centre and composted. This helps Edmonton divert over 50% of household waste from landfill.",wizard_garbage,Garbage,None,None
610,,pizza_box,,Pizza box,Please remove liner and place in garbage. Did you know? Some grease in the box is OK. It can still be recycled.,wizard_recycling,Recycling,None,None
611,,coffee_cup_cardboard_sleeve,", Cardboard drink holders",Coffee cup cardboard sleeve,,wizard_recycling,Recycling,None,None
612,,make-up_cosmetics,"make up, cosmetics, mascara, eyeliner, eye liner, lip stick, lipstick, blush, bronzer, lip gloss, chapstick, beauty products, makeup, ointment",Make-up & cosmetics,,wizard_garbage,Garbage,None,None
613,,plastic_take-out_container,"plastics, takeout, take-out, prepared meals, take out, delivery, fast food, fast-food, fastfood, take-out containers",Plastic take-out food container,,wizard_recycling_depots,Recycling Depot,None,None
614,,nail_polish_remover,", Nailpolish, Nailpolish",Nail polish remover,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
615,,wax,", cheese wax, babybel",Wax,,wizard_garbage,Garbage,None,None
616,,christmas_decorations,"Christmas balls, garland, tinsel, ornaments, Wreath",Holiday decorations,,wizard_garbage,Garbage,None,None
617,,christmas_decorations,"Christmas balls, garland, tinsel, ornaments, Wreath",Holiday decorations,,reuse,Reuse,None,None
618,,bleach_bottle_empty,,Bleach bottle (empty),Remove cap or lid and place separately in recycling.,wizard_recycling,Recycling,Household,Plastic
619,,fast_food_drinking_cup,,Fast food drinking cup,,wizard_garbage,Garbage,None,None
620,,hot_tub,,Hot tub,,eco_station_-_bulky_item,Eco Station - Bulky Items,Waste,E-Cycling
621,,envelope,", Shipping envelope",Envelope,,wizard_recycling,Recycling,None,None
622,,bleach_bottle_empty,,Bleach bottle (empty),Remove cap or lid and place separately in recycling.,wizard_recycling_depots,Recycling Depot,None,None
623,,electronics,"palm pilot, shredder, fan, stereo, radios, photocopier, phones, phone systems, alarms, alarm clocks, clocks, alternators, amplifiers, baby monitors, cameras, calculator, earphones, headphones, gaming systems, laptop, answering machine, xbox, nintendo, PSIII, Tv remote, Head sets, Electric fan, Electric fan, router, router",Electronics,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
624,,hand_soap_container_plastic,", soap dispenser",Hand soap container (plastic),Hand soap pump or lid goes in the garbage.,wizard_recycling,Recycling,None,None
625,,frozen_fruit_pouch,,Frozen fruit bag (stand-up pouch),,wizard_garbage,Garbage,None,None
626,,lotion_bottle,,Lotion bottle,Please rinse plastic containers. Remove lid and place separately in recycling.,wizard_recycling,Recycling,Household,Plastic
627,,hand_soap_pump,", soap dispenser",Hand soap pump,Hand soap container should go in the recycling.,wizard_garbage,Garbage,None,None
628,,lotion_bottle,,Lotion bottle,Please rinse plastic containers. Remove lid and place separately in recycling.,wizard_recycling_depots,Recycling Depot,None,None
629,,varnish_lacquer,,Varnish & lacquer,,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
630,,magazine,", Magazines, Mazagines, Mazagines, Magizine, Magizine",Magazine,,wizard_recycling,Recycling,Household,Paper
631,,cardboard_can,"canister, juice concentrate, cardboard can, juice can, minute maid",Frozen juice can,"Did you know? Juice can lids are accepted for reuse at the ""http://edmonton.ca/reusecentre"">Reuse Centre!",wizard_garbage,Garbage,None,None
632,,single-serve_coffee_pouch,", Pods, instant coffee bag, instant coffee bag",Single-serve coffee pouch,,wizard_garbage,Garbage,None,None
633,,glow_stick,,Glow stick,"Did you know? Unused glow sticks are accepted at the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre!",wizard_garbage,Garbage,None,None
634,,coffee_cup_lid,"Coffee cup lids, Tim hortons, Black coffee lids, Black coffee lids, plastic coffee covers",Coffee cup lid,,wizard_garbage,Garbage,None,None
635,,plastic_salad_dressing_bottle_empty,,Plastic salad dressing bottle (empty),Remove cap or lid and place separately in recycling.,wizard_recycling,Recycling,None,None
636,There is not curbside collection for this item. Please take it to an Eco Station for free.,paint_can_empty,", Empty paint can, Empty paint can, Empty Paint cans",Paint can,,wizard_eco_stations,Eco Station,Household,Aluminum
637,,stationary_bike,,Stationary bike,,reuse,Reuse,Electronics,E-Cycling
638,,bricks,,Bricks,,wizard_construction_renovation_and_demolition_waste,"Construction, Renovation and Demolition Waste",Construction,Waste
639,,motor_oil,car oil,Motor oil,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,motor oil,Waste
640,,frozen_vegetable_bag,"veggie, peas",Frozen vegetable bag (not stand-up pouch),Please stuff plastic bags into one bag and tie closed. This makes them easier for us to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling,Recycling,Household,Plastic
641,,door,,Door,,eco_station_-_bulky_item,Eco Station - Bulky Items,Waste,Waste
642,,stationary_bike,,Stationary bike,,eco_station_-_bulky_item,Eco Station - Bulky Items,None,None
643,,cell_phone,"cellphone, iphone, cordless",Cell phone,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,Mobile
644,,cooking_oil_bottle_empty,,Cooking oil bottle (empty),Remove cap or lid and place separately in recycling. Please rinse containers.,wizard_recycling,Recycling,Household,Waste
645,,drain_cleaner_container_empty,,Drain cleaner container (empty),Remove cap or lid and place separately in recycling.,wizard_recycling_depots,Recycling Depot,Household,plastic
646,,paint_stain,"paints, paint cans, paint containers, paint removers, paint sealers, paint thinner, paint trays, urethane, old paint, old paint",Paint,"Maximum container size is 20 litres.  Did you know? Usable paint donated by other residents is offered to Eco Station customers free of charge (up to four cans per visit, quality is not guaranteed).  Since 1995 over 350,000 litres of free paint has been given away in our paint exchange!",wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
647,,cooking_oil_bottle_empty,,Cooking oil bottle (empty),Remove cap or lid and place separately in recycling. Please rinse containers.,wizard_recycling_depots,Recycling Depot,None,None
648,,windshield_washer_fluid_container,,Windshield washer fluid container,Remove cap or lid and place separately in recycling.,wizard_recycling_depots,Recycling Depot,Household,plastic
649,,houseplant,", Plants, Plants",Houseplant,"This item is great for home composting! Visit ""http://edmonton.ca/compost"">edmonton.ca/compost to get started.",wizard_garbage,Garbage,None,None
650,,drain_cleaner_container_empty,,Drain cleaner container (empty),Remove cap or lid and place separately in recycling.,wizard_recycling,Recycling,None,None
651,,dishwash_soap_bottle,dish washing liquid container,Dishwash soap bottle,Remove cap or lid and place separately in recycling.,wizard_recycling_depots,Recycling Depot,None,None
652,,windshield_washer_fluid_container,,Windshield washer fluid container,Remove cap or lid and place separately in recycling.,wizard_recycling,Recycling,None,None
653,,cutting_board,,Cutting board,,wizard_garbage,Garbage,None,None
654,,anti_static_bag,,Anti static bag,,wizard_garbage,Garbage,None,None
655,,cooking_fats_grease,"fat, oil, grease, bacon, fry, Meat fat, FOG, Grease & oil, Grease & oil",Cooking fats & grease,"Store it, dont pour it! Fats, oils and grease poured down your drain solidify in your pipes. This clogs your sewer line and can cause sewage backup in your home and neighbourhood.",cooking_fats_and_grease,Cooking Fats and Grease,Chemicals,Waste
656,,fabric_soiled,", Cloth, upholstry, upholstry",Fabric (soiled),,wizard_garbage,Garbage,None,None
657,,cup_paper,"paper cup, disposable cup, fountain drink cup, paper beverage cups, Dixie cup, Mcdonalds",Paper cup,Did you know? Cardboard coffee cup sleeves can be recycled!,wizard_garbage,Garbage,None,None
658,,play_doh,,Play doh,,wizard_garbage,Garbage,None,None
659,,branches,"brush, shubbery, shub, bundles of branches, bundles of branches, elm, yard, garden, wood cuttings, tree branches",Branches,"Small branches can be bundled and set out for curbside collection. Bundles must be less than 1.2m (4 feet) long and 20 kg (44 lbs). Larger loads can be taken to an ""http://edmonton.ca/ecostation"" Eco Station or the ""http://edmonton.ca/ewmc"" Edmonton Waste Management Centre for disposal. Disposal fees apply. Are these elm branches? To prevent the spread of ""https://www.edmonton.ca/programs_services/pests/dutch-elm-disease.aspx"" Dutch elm disease, there are special disposal instructions for elm wood. Please search elm wood in the WasteWise tool.",,,Waste,Waste
660,,balloon,"baloon, foil balloon, ballons",Balloon,,wizard_garbage,Garbage,None,None
661,,picnic_cooler,plastic cooler,Picnic cooler,Cooler must be empty.,wizard_garbage,Garbage,None,None
662,,electronics,"palm pilot, shredder, fan, stereo, radios, photocopier, phones, phone systems, alarms, alarm clocks, clocks, alternators, amplifiers, baby monitors, cameras, calculator, earphones, headphones, gaming systems, laptop, answering machine, xbox, nintendo, PSIII, Tv remote, Head sets, Electric fan, Electric fan, router, router",Electronics,,reuse,Reuse,None,None
663,,coffee_maker,,Coffee maker,,reuse,Reuse,Scrap Metals,Waste
664,,coffee_maker,,Coffee maker,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,None,None
665,,frozen_fruit_bag,,Frozen fruit bag (not stand-up pouch),Please stuff plastic bags into one bag and tie closed. This makes them easier for us to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling,Recycling,Household,Plastic
666,,plastic_food_wrap_box,saran wrap,Plastic food wrap box,"If there is a metal or plastic cutting strip on the box, remove it and place it in your garbage.",wizard_recycling,Recycling,None,None
667,There is no curbside pick up for this item. Drop it off at one of the locations below.,asphalt,,Asphalt,,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,construction,Waste
668,,plastic_stand-up_pouch,"trail mix, cashews, almonds, tide pod plastic bag, tide pod plastic bag, cat treat bag, plastic pouch",Plastic stand-up pouch,,wizard_garbage,Garbage,None,None
669,,nail_polish_remover,", Nailpolish, Nailpolish",Nail polish remover,,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
670,,mirror_broken,,Mirror (broken),"Keep your waste collector safe. Put broken mirror in a box and label ""sharp objects"". Place beside your garbage for collection.",wizard_garbage,Garbage,None,None
671,There is no curbside collection for this item. Take it to an Eco Station for free.,printer_ink_cartridge,"laser cartridges, laser toner, computer ink cartriges, computer ink cartriges, copier ink, copier ink, CATRIDGE, CATRIDGE, used printer toner, used printer toner",Printer ink cartridge,"Waste reduction tip: Many local businesses refill empty ink and toner cartridges, enabling you to reuse them!",wizard_eco_stations,Eco Station,Ink ,Waste
672,,thermometer_digital,,Thermometer (digital),,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
673,,plastic_table_cloth,,Plastic table cloth,,reuse,Reuse,Household,plastic
674,,toothpaste_cap,,Toothpaste cap,,wizard_garbage,Garbage,None,None
675,,spray_paint,spraypaint,Spray paint,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
676,,metal_food_can,"Soup can, tin can, Tin cans, tin can lids, tincan, pet food can, tin, tin, sardine can, sardine can, cat food can",Metal food can,"Please rinse. Labels ok. Remove lid, drop into can and squeeze top slightly to keep lid inside.",wizard_recycling_depots,Recycling Depot,Household,Aluminum
677,,fruit,"food, produce, rubarb, olives, pumpkin, avocado, squash, grape, tomato, pineapple, pineapple, watermelon, apple, manderine, tangerine, lemon, lime, grapefruit, apricot, cherries, cherry, pear, mango, bananas, banana, strawberries, peach, kiwi, blueberries, raspberries, berries, dragon fruit, plums, figs, , orange, orange, blackberries, watermelon",Spoiled fruit,"This item is great for home composting! Get started at ""http://edmonton.ca/compost"" edmonton.ca/compost. Did you know? Food & yard waste is removed from your garbage at the Edmonton Waste Management Centre and composted. This helps Edmonton divert over 50% of household waste from landfill.",wizard_garbage,Garbage,None,None
678,,photo_negatives,,Photo negatives,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
679,,plastic_shopping_bag,,Plastic shopping bag,Please stuff plastic bags into one bag and tie closed. This makes them easier for us to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling_depots,Recycling Depot,Household,plastic
680,,backpack,"knapsacks, pack, rucksack, handbag, purse, saddle bag, duffel bag",Backpacks & handbags,,wizard_garbage,Garbage,None,None
681,,paint_swatch,paint color samples,Paint swatch,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
682,,flashlight,flash light,Flashlight,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,Waste
683,,glues_adhesives,,Glues & adhesives,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
684,,plastic_twine,,Plastic twine,,wizard_garbage,Garbage,None,None
685,,paper_receipts,", Cash register receipts, Sales receipts, Sales receipts",Paper receipts,,wizard_recycling,Recycling,None,None
686,,instant_noodle_package,,Instant noodle package,,wizard_garbage,Garbage,None,None
687,,paving_stone,,Paving stone,,edmonton_waste_management_centre_ewmc,Edmonton Waste Management Centre (EWMC),None,None
688,,glues_adhesives,,Glues & adhesives,,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
689,,metal_lock,", lock, lock",Metal lock,,wizard_garbage,Garbage,None,None
690,,paper_towels,", Papertowel, Papertowel",Paper towel,,wizard_garbage,Garbage,None,None
691,,bicycle_parts,"bike tires, bike frames, bike wheels, bike racks",Bicycle parts,"Did you know? <a href=""http://edmontonbikes.ca/services/bikeworks/"" BikeWorks, a volunteer-run community bike workshop, accepts donations of used bicycle parts in working condition.",reuse,Reuse,Scrap Metals,Waste
692,,drain_cleaner,"draino, , plastic drain cleaner container",Drain cleaner,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
693,,pool_noodle,,Pool noodle,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
694,,costume,Halloween,Costume,,reuse,Reuse,None,None
695,,coffee_creamer_carton,,Coffee creamer carton,Rinse container.,wizard_recycling,Recycling,Household,Paper
696,,margarine_container,,Margarine container,Rinse container. Remove lid and place loosely in recycling.,wizard_recycling,Recycling,Household,Paper
697,,sewing_machine,,Sewing machine,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
698,,piano,,Piano,,reuse,Reuse,None,None
699,,party_decorations,,Party decorations,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
700,,plastic_detergent_bottle,"cleaning bottle, laundry detergent, fabric softner",Laundry detergent bottle,Remove cap and place separately in recycling.,wizard_recycling,Recycling,Household,plastic
701,,acids,"rust remover,",Acids,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
702,,margarine_container,,Margarine container,Rinse container. Remove lid and place loosely in recycling.,wizard_recycling_depots,Recycling Depot,None,None
703,,bakeware_metal,"baking racks, baking sheets, cookie sheets, moulds, Muffin panN, Muffin panN, pan, pan",Bakeware (metal),,eco_station_-_scrap_metal_recycling,Eco Station - Scrap Metal Recycling,None,None
704,,plastic_produce_bag,,Plastic produce bag,Please stuff plastic bags into one bag and tie closed. This makes them easier for us to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling_depots,Recycling Depot,Household,plastic
705,,laundry_detergent_box,,Laundry detergent box (boxboard),,wizard_recycling,Recycling,Household,Paper
706,,fluorescent_bulb_cfl,"compact, bulbs, CFLS, CFL, cfl, cfls, compact fluorescent, light bulb, light bulbs, energy efficient, fluroesenct, flourescent, flourscent, flourcesent, florecent, florescent, florscent, fluorescents, , Flouescent",Fluorescent bulb (CFL),,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
707,,board_game,,Board game,Is your game missing a few pieces? Thats OK. The Reuse Centre will still accept it!,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
708,,windshield_washer_fluid,,Windshield washer fluid,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
709,,laundry_detergent_box,,Laundry detergent box (boxboard),,wizard_recycling_depots,Recycling Depot,None,None
710,,plastic_shopping_bag,,Plastic shopping bag,Please stuff plastic bags into one bag and tie closed. This makes them easier for us to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling,Recycling,None,None
711,,carpet_cleaner,rug,Carpet cleaner,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
712,,hockey_stick,,Hockey stick,Did you know? Broken hockey sticks are accepted at the Reuse Centre too!,wizard_garbage,Garbage,None,None
713,,puzzle,Puzzles,Puzzle,Is your puzzle missing a few pieces? Thats OK. The Reuse Centre will still accept it!,drop-off_-_reuse_centre,Reuse Centre,Household,paper
714,,coffee_can_plastic,"Flogers, coffee tin",Coffee can (plastic),Remove lid and place loosely in recycling.,wizard_recycling_depots,Recycling Depot,Household,plastic
715,,wallpaper,wall paper,Wallpaper,Reuse tip: use leftover wallpaper scraps as gift wrap!,drop-off_-_reuse_centre,Reuse Centre,Household,paper
716,,chalk,,Chalk,,wizard_garbage,Garbage,None,None
717,,lanyard,"name tag, lanyards",Lanyard,,wizard_garbage,Garbage,None,None
718,,margarine_container,,Margarine container,Rinse container. Remove lid and place loosely in recycling.,drop-off_-_reuse_centre,Reuse Centre,None,None
719,,rubber_gloves,,Rubber gloves,,wizard_garbage,Garbage,None,None
720,,thermostat_digital,,Thermostat (digital),,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
721,,plastic_detergent_bottle,"cleaning bottle, laundry detergent, fabric softner",Laundry detergent bottle,Remove cap and place separately in recycling.,wizard_recycling_depots,Recycling Depot,None,None
722,,aluminum_tart_shell,foil,Aluminum tart shell,,drop-off_-_reuse_centre,Reuse Centre,None,None
723,,flashlight,flash light,Flashlight,,reuse,Reuse,None,None
724,,snow_shovel,", Shovels, Shovels",Snow shovel,,wizard_garbage,Garbage,None,None
725,,area_rug,"carpet, carpets",Area rug,,reuse,Reuse,Waste,Waste
726,,coffee_creamer_carton,,Coffee creamer carton,Rinse container.,wizard_recycling_depots,Recycling Depot,None,None
727,,pill_bottle_empty,"Prescription bottles, perscription, phamacy, Drug container, Drug container",Plastic pill bottle (empty),Remove cap and place separately in recycling.,wizard_recycling,Recycling,None,None
728,,coffee_creamer_bottle,international delight,Coffee creamer bottle,Remove cap and place loosely in recycling.  Rinse container.,wizard_recycling_depots,Recycling Depot,Household,plastic
729,,foil_lid_on_yogurt_container,,Foil lid on yogurt container,,wizard_garbage,Garbage,None,None
730,,coffee_can_tin,,Coffee can (tin),Remove lid and place loosely in recycling.,drop-off_-_reuse_centre,Reuse Centre,Household,Aluminum
731,,fluorescent_bulb_cfl,"compact, bulbs, CFLS, CFL, cfl, cfls, compact fluorescent, light bulb, light bulbs, energy efficient, fluroesenct, flourescent, flourscent, flourcesent, florecent, florescent, florscent, fluorescents, , Flouescent",Fluorescent bulb (CFL),,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
732,,chalk,,Chalk,,drop-off_-_reuse_centre,Reuse Centre,None,None
733,,home_renovation_waste,"Reno waste, renovation waste, drywall, sinks, bathtubs, glasspane, pipes, counter tops, cupboards, baseboards, floor boards, door frames, doors, ceiling panels, linoleum, hardwood flooring, faucet, cabinets, tiles, vinyl siding, vinyl, vinyl, fiber glass, fibre glass, fiberglass, fibreglass, Insulation, Hood fan, CONSTRUCTION DEBRIS, CONSTRUCTION DEBRIS, construction material, construction material, olddecking, olddecking, Hardwood, Hardwood, Osb, Osb, vinyl siding, painted fence boards with nails, evestrough",Home renovation waste,,wizard_construction_renovation_and_demolition_waste,"Construction, Renovation and Demolition Waste",None,None
734,,hockey_stick,,Hockey stick,Did you know? Broken hockey sticks are accepted at the Reuse Centre too!,drop-off_-_reuse_centre,Reuse Centre,None,None
735,,ceiling_tiles,,Ceiling tiles,,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,construction,Waste
736,,board_game,,Board game,Is your game missing a few pieces? Thats OK. The Reuse Centre will still accept it!,reuse,Reuse,None,None
737,,lighter_full_or_partially_full,"BBQ lighter, barbeque, cigarette lighter",Lighter (full or partially full),,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
738,,plant_pots_ceramic,"Flower pots, flower trays, bedding plant containers, garden, Planter, clay pots, clay pot",Plant pot (ceramic),,reuse,Reuse,None,None
739,,lamp_shade,,Lamp shade,,wizard_garbage,Garbage,None,None
740,,shelving_unit,"old shelves, Shelf, Shelf",Shelving unit,,reuse,Reuse,Waste,Waste
741,,bakeware_metal,"baking racks, baking sheets, cookie sheets, moulds, Muffin panN, Muffin panN, pan, pan",Bakeware (metal),,reuse,Reuse,None,None
742,,seashells,,Seashells,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
743,,hair_dryer,,Hair dryer,,reuse,Reuse,Electronics,E-Cycling
744,,coffee_can_plastic,"Flogers, coffee tin",Coffee can (plastic),Remove lid and place loosely in recycling.,drop-off_-_reuse_centre,Reuse Centre,None,None
745,,paint_swatch,paint color samples,Paint swatch,,wizard_recycling_depots,Recycling Depot,None,None
